overlap_gene
ARHGEF18
ARHGEF2
ARHGEF35
ARHGEF37
ARHGEF38
ARHGEF40
ARHGEF5
ARHGEF7
ARID1A
ARID1B
ARID3B
ARID4B
ARIH1
ARL1
ARL14
ARL16
ARL2
ARL2BP
ARL5B
ARL6IP1
ARL6IP4
ARL6IP5
ARL8A
ARL8B
ARMC7
ARMC8
ARMCX3
ARMCX6
ARPC1A
ARPC1B
ARPC2
ARPC3
ARPC4
ARPC5
ARPC5L
ARPP19
ARRB1
ARRB2
ARRDC1
ARRDC3
ARRDC4
ARSA
ARSD
ARSI
ART1
ART4
ARVCF
AS3MT
ASAH1
ASAP2
ASB1
ASB6
ASCC3
ASGR1
ASH1L
ASIP
ASL
ASMTL
ASNS
ASPH
ASPHD1
ASRGL1
ASS1
ASXL1
ATAD1
ATAD2
ATAD3A
ATF1
ATF3
ATF4
ATF6
ATF6B
ATF7
ATF7IP
ATG12
ATG13
ATG14
ATG16L1
ATG2B
ATG3
ATG4B
ATG4C
ATG4D
ATG5
ATG9A
ATIC
ATL1
ATL3
ATM
ATMIN
ATN1
ATOX1
ATP10B
ATP11A
ATP13A1
ATP13A3
ATP1A1
ATP1A3
ATP1B1
ATP1B3
ATP2A2
ATP2A3
ATP2B1
ATP2B4
ATP2C1
ATP2C2
ATP6AP1
ATP6AP2
ATP6V0A1
ATP6V0B
ATP6V0C
ATP6V0D1
ATP6V0E1
ATP6V1A
ATP6V1B1
ATP6V1B2
ATP6V1C1
ATP6V1D
ATP6V1E1
ATP6V1F
ATP6V1G1
ATP7B
ATP8B1
ATP8B2
ATP9A
ATRN
ATRX
ATXN1
ATXN10
ATXN2
ATXN2L
ATXN3
ATXN7
ATXN7L3
ATXN7L3B
AUH
AUP1
AURKAIP1
AUTS2
AVPI1
AWAT1
AXIN2
AZGP1
AZIN1
B2M
B3GALNT1
B3GALNT2
B3GAT3
B3GNT2
B3GNT3
B3GNT6
B3GNT7
B3GNTL1
B4GALNT3
B4GALNT4
B4GALT1
B4GALT2
B4GALT4
B4GALT5
BABAM1
BACE1
BACE2
BACH1
BAD
BAG3
BAG4
BAG5
BAIAP2L1
BAK1
BANF1
BAP1
BARD1
BARX2
BASP1
BAX
BAZ2A
BAZ2B
BCAM
BCAP29
BCAP31
BCAR1
BCAR3
BCAS1
BCAS3
BCAS4
BCAT1
BCAT2
BCCIP
BCKDHA
BCL10
BCL2L1
BCL2L11
BCL2L12
BCL2L13
BCL2L14
BCL2L15
BCL2L2
BCL3
BCL6
BCL7B
BCL7C
BCL9
BCL9L
BCLAF1
BCO2
BCR
BDH2
BECN1
BEND7
BET1L
BEX4
BEX5
BFAR
BGN
BHLHA15
BHLHE40
BHLHE41
BICC1
BICD1
BIK
BIN1
BIRC3
BIRC5
BIRC6
BLCAP
BLNK
BLOC1S1
BLVRB
BLZF1
BMF
BMI1
BMP2
BMP4
BMP8A
BMP8B
BMPR1A
BMPR2
BMS1
BNIP2
BNIP3
BNIP3L
BOC
BOD1
BPIFB4
BPTF
BRAF
BRAT1
BRD2
BRD3
BRD4
BRD7
BRD8
BRD9
BRI3
BRI3BP
BRK1
BRMS1
BROX
BRPF3
BRSK2
BRWD1
BSDC1
BSG
BSPRY
BST2
BTAF1
BTBD1
BTBD10
BTBD2
BTBD6
BTD
BTF3
BTG1
BTG2
BTLA
BTN1A1
BTN2A1
BUB3
BUD31
BZW1
BZW2
C10orf120
C11orf16
C11orf49
C11orf54
C11orf58
C11orf96
C12orf29
C12orf57
C12orf75
C14orf119
C15orf39
C15orf48
C16orf70
C16orf72
C16orf86
C16orf87
C17orf97
C18orf25
C18orf32
C19orf25
C19orf48
C19orf53
C19orf81
C1D
C1GALT1
C1GALT1C1
C1orf109
C1orf116
C1orf122
C1orf21
C1orf43
C1QA
C1QB
C1QBP
C1QC
C1QL3
C1QL4
C1QTNF9
C1R
C1RL
C1S
C20orf202
C21orf91
C22orf15
C22orf39
C2CD2
C2CD4B
C2orf15
C2orf69
C2orf72
C2orf81
C2orf88
C3
C3AR1
C3orf35
C3orf38
C3orf52
C4BPB
C4orf19
C4orf3
C4orf46
C5orf15
C6
C6orf132
C6orf141
C6orf163
C6orf226
C6orf47
C6orf62
C6orf89
C7
C7orf26
C7orf50
C7orf61
C8G
C8orf48
C8orf58
C8orf82
C9
C9orf135
C9orf152
C9orf153
C9orf85
CA12
CA13
CA2
CA4
CA9
CABIN1
CABLES1
CABP5
CACNA1D
CACNA2D1
CACNA2D2
CACNA2D4
CACNB3
CACNG3
CACNG4
CACYBP
CAD
CADPS
CADPS2
CALCOCO1
CALCOCO2
CALD1
CALHM2
CALHM3
CALM1
CALM2
CALM3
CALML4
CALR
CALU
CAMK1D
CAMK2D
CAMK2G
CAMK2N1
CAMK4
CAMKK2
CAMLG
CAMSAP3
CAMTA1
CAMTA2
CAND1
CANT1
CANX
CAP1
CAPG
CAPN1
CAPN10
CAPN2
CAPN5
CAPN6
CAPN7
CAPN8
CAPN9
CAPNS1
CAPRIN1
CAPRIN2
CAPS
CAPS2
CAPZA1
CAPZB
CARD10
CARD11
CARD16
CARD17
CARD6
CARHSP1
CASC3
CASP1
CASP10
CASP12
CASP2
CASP3
CASP4
CASR
CAST
CASZ1
CAT
CATSPERG
CAV1
CAV2
CBFA2T2
CBFB
CBLB
CBLC
CBLN3
CBR1
CBR4
CBS
CBWD2
CBX3
CBX4
CBX5
CBX6
CBX7
CBX8
CBY1
CC2D1A
CCAR1
CCDC107
CCDC112
CCDC117
CCDC12
CCDC124
CCDC125
CCDC13
CCDC137
CCDC14
CCDC146
CCDC22
CCDC24
CCDC47
CCDC50
CCDC51
CCDC59
CCDC6
CCDC71L
CCDC73
CCDC8
CCDC85A
CCDC85C
CCDC88B
CCDC88C
CCDC9
CCDC93
CCDC97
CCL15
CCL16
CCL2
CCL20
CCL28
CCL3
CCNA1
CCNC
CCND1
CCND2
CCND3
CCNDBP1
CCNG1
CCNG2
CCNI
CCNK
CCNL1
CCNL2
CCNO
CCNT1
CCNY
CCR8
CCS
CCT2
CCT3
CCT4
CCT5
CCT6A
CCT7
CCT8
CCZ1
CD14
CD151
CD163
CD163L1
CD164
CD1B
CD1E
CD200R1L
CD226
CD24
CD276
CD2AP
CD300E
CD320
CD4
CD44
CD46
CD47
CD53
CD55
CD58
CD59
CD63
CD68
CD74
CD81
CD82
CD8A
CD9
CD99
CDAN1
CDC14B
CDC16
CDC25B
CDC34
CDC37
CDC40
CDC42
CDC42BPA
CDC42BPB
CDC42BPG
CDC42EP1
CDC42EP3
CDC42EP4
CDC42EP5
CDC42SE1
CDC42SE2
CDC73
CDCA7
CDCA8
CDH1
CDH11
CDH17
CDH3
CDHR2
CDHR5
CDIPT
CDK10
CDK11A
CDK12
CDK13
CDK14
CDK16
CDK17
CDK18
CDK2
CDK2AP1
CDK2AP2
CDK4
CDK5RAP3
CDK7
CDK9
CDKAL1
CDKL1
CDKN1A
CDKN1B
CDKN1C
CDKN2A
CDKN2AIP
CDKN2D
CDR2
CDR2L
CDV3
CDX2
CEACAM1
CEACAM16
CEACAM5
CEACAM7
CEBPA
CEBPB
CEBPD
CEBPG
CEBPZ
CEL
CELA2A
CELA2B
CELA3A
CELA3B
CELF1
CELF3
CELF4
CELSR1
CELSR2
CELSR3
CEMP1
CENPB
CENPF
CENPP
CENPT
CENPV
CEP164
CEP41
CEP44
CEP57
CEP63
CEP85L
CERCAM
CERK
CERS2
CERS4
CERS5
CERS6
CES1
CES2
CFB
CFD
CFDP1
CFH
CFHR3
CFI
CFL1
CFL2
CFLAR
CFTR
CGGBP1
CGN
CGNL1
CGREF1
CGRRF1
CHAC2
CHAT
CHCHD1
CHCHD10
CHCHD2
CHCHD3
CHCHD5
CHCHD7
CHD1L
CHD2
CHD3
CHD4
CHD5
CHD7
CHD8
CHDH
CHEK2
CHERP
CHGA
CHGB
CHIC1
CHID1
CHKA
CHKB
CHM
CHMP1A
CHMP1B
CHMP2A
CHMP3
CHMP4A
CHMP4B
CHMP5
CHMP6
CHMP7
CHN2
CHPF
CHPF2
CHPT1
CHRAC1
CHRFAM7A
CHRM2
CHRM3
CHRNA1
CHRNA3
CHRNA5
CHRNB1
CHST4
CHTF8
CHTOP
CHUK
CHURC1
CIAO1
CIAPIN1
CIB1
CIC
CIITA
CIR1
CIRBP
CISD2
CISD3
CITED2
CITED4
CIZ1
CKAP4
CKB
CKLF
CKMT1A
CKS1B
CLASP1
CLASP2
CLASRP
CLCA1
CLCA2
CLCC1
CLCF1
CLCN2
CLCN3
CLCN7
CLCNKA
CLDN1
CLDN10
CLDN16
CLDN18
CLDN2
CLDN23
CLDN3
CLDN4
CLDN7
CLDND1
CLEC10A
CLEC11A
CLEC16A
CLEC18B
CLEC18C
CLEC2B
CLEC2D
CLEC5A
CLEC6A
CLIC1
CLIC2
CLIC3
CLIC4
CLIC5
CLINT1
CLIP1
CLIP2
CLIP3
CLK1
CLK2
CLK3
CLK4
CLMN
CLMP
CLN5
CLN6
CLNS1A
CLOCK
CLPP
CLPS
CLPSL1
CLPTM1
CLPTM1L
CLRN1
CLRN3
CLSTN1
CLSTN3
CLTA
CLTB
CLTC
CLU
CLVS2
CMA1
CMAS
CMBL
CMC1
CMC2
CMPK1
CMTM1
CMTM4
CMTM6
CMTM7
CMTM8
CMYA5
CNBP
CNDP2
CNGA1
CNIH4
CNKSR1
CNN1
CNN2
CNN3
CNNM3
CNNM4
CNOT1
CNOT2
CNOT3
CNOT4
CNOT6
CNOT6L
CNOT7
CNOT8
CNP
CNPPD1
CNPY2
CNPY3
CNR1
CNRIP1
CNTN1
CNTNAP4
COA5
COBL
COBLL1
COG2
COG3
COG4
COG5
COG7
COIL
COL16A1
COL17A1
COL18A1
COL1A1
COL1A2
COL25A1
COL27A1
COL3A1
COL4A1
COL4A2
COL4A4
COL5A1
COL5A2
COL6A1
COL6A2
COL6A3
COL8A1
COLEC10
COMMD1
COMMD3
COMMD4
COMMD6
COMMD7
COMT
COMTD1
COPA
COPB1
COPB2
COPE
COPG1
COPS2
COPS3
COPS4
COPS6
COPS7A
COPZ1
COQ10A
COQ2
COQ4
COQ7
COQ9
CORO1C
CORO2A
COTL1
COX11
COX14
COX15
COX16
COX17
COX18
COX20
COX4I1
COX5A
COX5B
COX6A1
COX6B1
COX6C
COX7A1
COX7A2
COX7A2L
COX7B
COX7C
COX8A
CPA1
CPA2
CPA3
CPB1
CPD
CPE
CPEB3
CPLX2
CPM
CPNE1
CPNE3
CPNE8
CPQ
CPSF1
CPSF2
CPSF3
CPSF7
CPT1A
CPT1B
CR1L
CR2
CRABP1
CRABP2
CRADD
CRAT
CRB3
CRCP
CREB1
CREB3
CREB3L1
CREB3L2
CREBBP
CREBL2
CREBZF
CREG1
CRELD1
CRH
CRHR1
CRIM1
CRIP1
CRIP2
CRIPT
CRISP2
CRISP3
CRISPLD2
CRK
CRKL
CRLF1
CRLF3
CRLS1
CRMP1
CROT
CRP
CRTAP
CRTC1
CRTC3
CRY1
CRYAB
CRYL1
CRYM
CRYZ
CRYZL1
CS
CSDC2
CSDE1
CSE1L
CSF1
CSH2
CSK
CSMD3
CSNK1A1
CSNK1D
CSNK1E
CSNK1G2
CSNK1G3
CSNK2A2
CSNK2B
CSPG5
CSRNP1
CSRNP3
CSRP1
CSRP2
CST1
CST2
CST3
CST5
CST6
CST9
CSTB
CSTF2
CSTF3
CT47B1
CTAGE9
CTBP1
CTBP2
CTBS
CTDNEP1
CTDSP1
CTDSP2
CTDSPL
CTNNA1
CTNNB1
CTNNBIP1
CTNND1
CTNND2
CTPS2
CTR9
CTRB1
CTRB2
CTRC
CTRL
CTSA
CTSB
CTSC
CTSD
CTSE
CTSF
CTSG
CTSH
CTSO
CTSS
CTSW
CTSZ
CTTN
CTTNBP2NL
CTU2
CTXN2
CUEDC1
CUL1
CUL2
CUL3
CUL4A
CUL4B
CUL5
CUL9
CUTA
CUX1
CUX2
CWC15
CWC22
CWC25
CWF19L2
CX3CL1
CX3CR1
CXADR
CXCL1
CXCL12
CXCL16
CXCL17
CXCL2
CXCL3
CXCL5
CXCL6
CXCR1
CXCR4
CXXC1
CXXC5
CYB561
CYB561D2
CYB5A
CYB5B
CYB5D1
CYB5R1
CYB5R3
CYBA
CYBRD1
CYC1
CYCS
CYFIP1
CYFIP2
CYGB
CYLD
CYP20A1
CYP2A6
CYP2C18
CYP2C19
CYP2C9
CYP2F1
CYP2J2
CYP2S1
CYP2W1
CYP3A5
CYP4A22
CYP4B1
CYP4F11
CYP4F12
CYP4F3
CYP4V2
CYP4Z1
CYP51A1
CYP7B1
CYS1
CYSTM1
CYTH1
CYTH2
CYTH3
CYTH4
D2HGDH
DAB2
DAB2IP
DACH1
DAD1
DAG1
DAO
DAP
DAP3
DAPK1
DAPK3
DARS2
DAXX
DAZAP1
DAZAP2
DAZL
DBI
DBN1
DBNDD2
DBNL
DBT
DCAF11
DCAF12
DCAF12L2
DCAF13
DCAF16
DCAF4
DCAF5
DCAF6
DCAF8
DCBLD1
DCBLD2
DCDC1
DCDC2
DCHS1
DCK
DCN
DCPS
DCTD
DCTN1
DCTN2
DCTN3
DCTN4
DCTN5
DCTN6
DCUN1D1
DCUN1D3
DCXR
DDA1
DDAH1
DDAH2
DDB1
DDC
DDHD2
DDIT3
DDIT4
DDOST
DDR1
DDRGK1
DDT
DDX1
DDX17
DDX18
DDX21
DDX23
DDX24
DDX39A
DDX39B
DDX3X
DDX3Y
DDX4
DDX41
DDX42
DDX46
DDX47
DDX5
DDX50
DDX51
DDX52
DDX54
DDX55
DDX58
DDX59
DDX6
DDX60
DDX60L
DEAF1
DECR1
DEDD
DEDD2
DEF8
DEFB1
DEFB121
DEFB128
DEFB134
DEGS1
DEGS2
DEK
DENND1A
DENND1B
DENND3
DENND4B
DENND4C
DEPDC1
DEPTOR
DERA
DERL1
DERL2
DERL3
DEXI
DFFA
DGAT1
DGCR2
DGKA
DGKH
DGKK
DGKQ
DGKZ
DHCR24
DHCR7
DHODH
DHPS
DHRS1
DHRS11
DHRS12
DHRS2
DHRS3
DHRS4
DHRS7
DHRS7B
DHX15
DHX36
DHX38
DHX8
DHX9
DIABLO
DIAPH1
DIAPH2
DICER1
DIDO1
DIO1
DIO3
DIP2A
DIP2B
DIRAS1
DKC1
DKK1
DKK2
DLAT
DLD
DLEU7
DLG3
DLG4
DLG5
DLGAP2
DLGAP4
DLST
DMBT1
DMD
DMPK
DMRTC2
DMWD
DMXL1
DMXL2
DNAH12
DNAH14
DNAH2
DNAH5
DNAH6
DNAH9
DNAJA1
DNAJA2
DNAJB1
DNAJB11
DNAJB12
DNAJB2
DNAJB6
DNAJB9
DNAJC10
DNAJC11
DNAJC12
DNAJC13
DNAJC15
DNAJC16
DNAJC17
DNAJC21
DNAJC22
DNAJC24
DNAJC3
DNAJC4
DNAJC5
DNAJC7
DNAJC8
DNAJC9
DNASE1L1
DNASE2
DNM1
DNM1L
DNM2
DNM3
DNPEP
DNTT
DNTTIP2
DOC2B
DOCK1
DOCK5
DOCK7
DOCK9
DOK1
DOK4
DOK6
DPEP1
DPH1
DPH2
DPM1
DPM2
DPM3
DPP10
DPP6
DPP7
DPT
DPY19L1
DPY19L4
DPY30
DPYD
DPYSL2
DPYSL4
DR1
DRAM1
DRAP1
DRD5
DRG1
DRG2
DSC2
DSC3
DSCAML1
DSG1
DSG2
DSG4
DSP
DST
DSTN
DSTYK
DTWD1
DTX1
DTX2
DTX3
DTX3L
DTX4
DUOX2
DUOXA2
DUS1L
DUSP1
DUSP10
DUSP14
DUSP22
DUSP26
DUSP3
DUSP5
DUSP6
DUSP8
DUSP9
DUT
DVL1
DVL2
DVL3
DYM
DYNC1H1
DYNC1I2
DYNC1LI2
DYNC2H1
DYNC2LI1
DYNLL1
DYNLL2
DYNLRB1
DYNLRB2
DYNLT1
DYNLT3
DYRK1A
DYRK1B
DYRK2
DZIP1L
DZIP3
E2F3
E2F4
E2F5
E2F6
E4F1
EAPP
EBAG9
EBI3
EBNA1BP2
EBP
EBPL
ECD
ECE1
ECH1
ECHDC1
ECHDC2
ECHS1
ECI1
ECI2
ECT2
EDA
EDC3
EDC4
EDEM1
EDEM2
EDEM3
EDF1
EDN1
EEA1
EEF1A2
EEF1B2
EEF1D
EEF1E1
EEF1G
EEF2K
EEPD1
EFEMP1
EFEMP2
EFHD2
EFNA1
EFNA2
EFNA4
EFNB2
EFNB3
EFR3A
EGF
EGFL6
EGFL7
EGFR
EGLN1
EGLN3
EGR1
EHBP1
EHBP1L1
EHD1
EHD2
EHD3
EHF
EHMT1
EI24
EID1
EID2
EIF1
EIF1AX
EIF1B
EIF2A
EIF2AK1
EIF2AK2
EIF2AK3
EIF2B1
EIF2B2
EIF2B4
EIF2B5
EIF2S1
EIF2S2
EIF2S3
EIF3A
EIF3B
EIF3C
EIF3D
EIF3E
EIF3F
EIF3G
EIF3H
EIF3I
EIF3J
EIF3K
EIF3L
EIF3M
EIF4A2
EIF4A3
EIF4B
EIF4E
EIF4E2
EIF4EBP1
EIF4EBP2
EIF4G1
EIF4G2
EIF4G3
EIF4H
EIF5
EIF5A
EIF5B
EIF6
ELAC2
ELAVL1
ELF1
ELF2
ELF3
ELK3
ELK4
ELL
ELL2
ELMO3
ELMOD2
ELN
ELOF1
ELOVL1
ELOVL5
ELP2
ELP3
EMD
EME2
EMILIN1
EML2
EML4
EMP1
EMP2
EMP3
EMX1
EN1
ENAH
ENC1
ENDOG
ENDOV
ENG
ENGASE
ENO1
ENO2
ENOPH1
ENOSF1
ENPP1
ENPP4
ENSA
ENTPD2
ENTPD4
ENTPD5
ENTPD6
ENY2
EP300
EPAS1
EPB41L1
EPB41L4A
EPB41L4B
EPB41L5
EPC1
EPCAM
EPDR1
EPG5
EPHA2
EPHA7
EPHB3
EPHB4
EPHB6
EPHX1
EPHX2
EPM2AIP1
EPN1
EPN3
EPPK1
EPS15
EPS15L1
EPS8
EPS8L1
EPS8L2
EPS8L3
EPSTI1
ERAP1
ERBB2
ERBB3
ERC1
ERCC1
ERCC3
ERCC5
EREG
ERF
ERGIC1
ERGIC2
ERGIC3
ERH
ERI3
ERLEC1
ERLIN1
ERLIN2
ERMN
ERN1
ERN2
ERP27
ERP29
ERP44
ERRFI1
ERV3-1
ESAM
ESCO2
ESD
ESF1
ESRP1
ESRP2
ESRRA
ESYT1
ESYT2
ETF1
ETFA
ETFB
ETFDH
ETHE1
ETNK1
ETS1
ETS2
ETV3
ETV6
EVI2B
EVI5
EVL
EVPL
EVPLL
EWSR1
EXOC3
EXOC4
EXOC5
EXOC6B
EXOC7
EXOSC1
EXOSC10
EXOSC3
EXOSC5
EXOSC6
EXTL3
EYA3
EZH1
EZR
F11R
F12
F2RL1
F3
F5
F8A1
FA2H
FAAH
FAAH2
FABP1
FABP5
FADD
FAF2
FAHD2B
FAIM
FAM102A
FAM106A
FAM107B
FAM110C
FAM110D
FAM111A
FAM117B
FAM118A
FAM120A
FAM120AOS
FAM126B
FAM135A
FAM135B
FAM149A
FAM156A
FAM162A
FAM166A
FAM168A
FAM168B
FAM169A
FAM169B
FAM171A1
FAM171B
FAM174A
FAM174B
FAM177A1
FAM184B
FAM193B
FAM204A
FAM209B
FAM20B
FAM20C
FAM210B
FAM32A
FAM3A
FAM3B
FAM3C
FAM3D
FAM47B
FAM50A
FAM53A
FAM53B
FAM53C
FAM71F2
FAM81A
FAM83B
FAM83C
FAM83E
FAM83F
FAM83G
FAM83H
FAM89B
FAM8A1
FAM90A1
FAM91A1
FAM98B
FAM98C
FANCB
FANCC
FANCI
FAR1
FARP1
FARP2
FARS2
FARSA
FAS
FASLG
FASN
FASTKD1
FASTKD2
FAT1
FAT3
FAU
FBL
FBLIM1
FBLN1
FBLN5
FBLN7
FBN1
FBN2
FBP1
FBP2
FBRS
FBRSL1
FBXL17
FBXL3
FBXL4
FBXL5
FBXL8
FBXO11
FBXO15
FBXO21
FBXO25
FBXO3
FBXO32
FBXO34
FBXO42
FBXO45
FBXO47
FBXO7
FBXO9
FBXW11
FBXW4
FBXW5
FCER2
FCF1
FCGBP
FCGR2C
FCGR3A
FCGRT
FCHO1
FCHO2
FCHSD1
FCRLB
FDCSP
FDFT1
FDX1
FEM1B
FEM1C
FEN1
FER1L6
FERMT1
FES
FEZ2
FGD3
FGD4
FGD5
FGD6
FGF10
FGF12
FGF14
FGF18
FGF2
FGF7
FGFR1
FGFR2
FGFR3
FGFR4
FGFRL1
FGL1
FH
FHAD1
FHDC1
FHL2
FHL3
FIBP
FIGLA
FIGNL2
FILIP1L
FIP1L1
FIS1
FIZ1
FKBP10
FKBP11
FKBP15
FKBP1A
FKBP2
FKBP3
FKBP4
FKBP5
FKBP7
FKBP8
FKBP9
FLAD1
FLII
FLNA
FLNB
FLOT1
FLOT2
FLRT2
FLVCR1
FMN2
FMOD
FMR1
FN1
FNBP1L
FNBP4
FNDC3A
FNDC3B
FNDC5
FNIP1
FNIP2
FNTA
FOLR1
FOS
FOSL1
FOSL2
FOXA3
FOXD4L5
FOXF1
FOXK1
FOXN3
FOXO1
FOXO3
FOXP1
FOXP4
FOXQ1
FPGS
FPGT
FRA10AC1
FRAS1
FRAT2
FRG1
FRK
FRMD8
FRRS1
FRYL
FSCN1
FSCN2
FSD2
FSTL1
FSTL3
FTH1
FTSJ1
FTSJ3
FUBP1
FUBP3
FUCA1
FUCA2
FUNDC1
FUNDC2
FURIN
FUS
FUT11
FUT2
FUT3
FUT4
FUT6
FUT8
FUT9
FXR1
FXR2
FXYD2
FXYD3
FXYD5
FYN
FYTTD1
FZD1
FZD3
FZD4
FZD5
FZD6
FZR1
G3BP1
G3BP2
G6PC2
G6PC3
G6PD
GAA
GAB1
GAB4
GABARAP
GABARAPL1
GABARAPL2
GABBR1
GABPA
GABRA4
GABRB1
GABRB2
GABRB3
GABRE
GABRP
GADD45A
GADD45B
GADD45GIP1
GAGE1
GAGE10
GAK
GALC
GALE
GALM
GALNT1
GALNT10
GALNT11
GALNT12
GALNT2
GALNT3
GALNT4
GALNT5
GALNT6
GALNT7
GALNTL5
GALR3
GALT
GAMT
GAN
GANAB
GANC
GAPVD1
GART
GAS2L1
GAS2L2
GAS2L3
GAS6
GAS8
GAST
GATA2
GATA4
GATA6
GATAD1
GATAD2A
GATC
GATM
GBA
GBA2
GBE1
GBP2
GBP3
GC
GCA
GCC2
GCG
GCKR
GCLC
GCLM
GCNT1
GCNT3
GCNT4
GDA
GDE1
GDF15
GDF6
GDI1
GDI2
GEMIN4
GEMIN6
GEMIN7
GFM1
GFM2
GFPT1
GGA2
GGA3
GGNBP2
GGT1
GGT6
GGT7
GGTLC1
GGTLC2
GHITM
GIGYF1
GIMAP2
GIN1
GINS1
GIPC1
GIPC2
GIPR
GIT1
GIT2
GJB1
GJB2
GJC3
GK
GK5
GLCE
GLE1
GLG1
GLIS2
GLIS3
GLO1
GLOD4
GLRA3
GLRB
GLRX
GLRX5
GLS
GLTP
GLUD1
GLUL
GLYR1
GM2A
GMCL1
GMDS
GMEB2
GMFB
GMFG
GMNN
GMPPA
GMPPB
GMPR2
GMPS
GNA11
GNA13
GNAI2
GNAI3
GNAO1
GNAQ
GNAS
GNB1
GNB2
GNB5
GNE
GNG10
GNG11
GNG12
GNG4
GNG5
GNL2
GNL3
GNL3L
GNMT
GNPAT
GNPTG
GNS
GOLGA2
GOLGA3
GOLGA4
GOLGA5
GOLGA6A
GOLGA6L6
